speciesName,status,SpecCode,validName,class,order,family,genus,commonName,commonSpecies,C_Code,country,database,databaseVersion
Donax trunculus,accepted name,84579,Donax trunculus,Bivalvia,Cardiida,Donacidae,Donax,Truncate Donax,TRUE,056,Belgium,sealifebase,25.04
Donax turunculus,synonym,84579,Donax trunculus,Bivalvia,Cardiida,Donacidae,Donax,Truncate Donax,TRUE,056,Belgium,sealifebase,25.04
Donax vittatus,accepted name,48483,Donax vittatus,Bivalvia,Cardiida,Donacidae,Donax,Banded-wedge shell,TRUE,056,Belgium,sealifebase,25.04
Gari depressa,accepted name,48492,Gari depressa,Bivalvia,Cardiida,Psammobiidae,Gari,Depressed sunset clam,TRUE,056,Belgium,sealifebase,25.04
Psammobia depressa,synonym,48492,Gari depressa,Bivalvia,Cardiida,Psammobiidae,Gari,Depressed sunset clam,TRUE,056,Belgium,sealifebase,25.04
Gari fervensis,accepted name,48491,Gari fervensis,Bivalvia,Cardiida,Psammobiidae,Gari,Faeroe sunset clam,TRUE,056,Belgium,sealifebase,25.04
Abra alba,accepted name,47999,Abra alba,Bivalvia,Cardiida,Semelidae,Abra,White furrow shell,TRUE,056,Belgium,sealifebase,25.04
Syndosmya alba,synonym,47999,Abra alba,Bivalvia,Cardiida,Semelidae,Abra,White furrow shell,TRUE,056,Belgium,sealifebase,25.04
Abra nitida,accepted name,48638,Abra nitida,Bivalvia,Cardiida,Semelidae,Abra,NA,TRUE,056,Belgium,sealifebase,25.04
Abra prismatica,accepted name,47998,Abra prismatica,Bivalvia,Cardiida,Semelidae,Abra,NA,TRUE,056,Belgium,sealifebase,25.04
Theora lubrica,accepted name,48643,Theora lubrica,Bivalvia,Cardiida,Semelidae,Theora,Asian semele,TRUE,056,Belgium,sealifebase,25.04
Arcopagia crassa,accepted name,48578,Arcopagia crassa,Bivalvia,Cardiida,Tellinidae,Arcopagia,Blunt tellin,TRUE,056,Belgium,sealifebase,25.04
Tellina crassa,synonym,48578,Arcopagia crassa,Bivalvia,Cardiida,Tellinidae,Arcopagia,Blunt tellin,TRUE,056,Belgium,sealifebase,25.04
Asbjornsenia pygmaea,accepted name,48621,Asbjornsenia pygmaea,Bivalvia,Cardiida,Tellinidae,Asbjornsenia,NA,TRUE,056,Belgium,sealifebase,25.04
Tellina pygmaea,synonym,48621,Asbjornsenia pygmaea,Bivalvia,Cardiida,Tellinidae,Asbjornsenia,NA,TRUE,056,Belgium,sealifebase,25.04
Tellina pygmaeus,synonym,48621,Asbjornsenia pygmaea,Bivalvia,Cardiida,Tellinidae,Asbjornsenia,NA,TRUE,056,Belgium,sealifebase,25.04
Fabulina fabula,accepted name,48570,Fabulina fabula,Bivalvia,Cardiida,Tellinidae,Fabulina,Streaked-shelled tellina,TRUE,056,Belgium,sealifebase,25.04
Fabulina fabuloides,synonym,48570,Fabulina fabula,Bivalvia,Cardiida,Tellinidae,Fabulina,Streaked-shelled tellina,TRUE,056,Belgium,sealifebase,25.04
Tellina fabula,synonym,48570,Fabulina fabula,Bivalvia,Cardiida,Tellinidae,Fabulina,Streaked-shelled tellina,TRUE,056,Belgium,sealifebase,25.04
Tellina fabuliformis,synonym,48570,Fabulina fabula,Bivalvia,Cardiida,Tellinidae,Fabulina,Streaked-shelled tellina,TRUE,056,Belgium,sealifebase,25.04
Tellina fabulina,synonym,48570,Fabulina fabula,Bivalvia,Cardiida,Tellinidae,Fabulina,Streaked-shelled tellina,TRUE,056,Belgium,sealifebase,25.04
Tellina vitrea,synonym,48570,Fabulina fabula,Bivalvia,Cardiida,Tellinidae,Fabulina,Streaked-shelled tellina,TRUE,056,Belgium,sealifebase,25.04
Macoma balthica,accepted name,47401,Macoma balthica,Bivalvia,Cardiida,Tellinidae,Macoma,Baltic macoma,TRUE,056,Belgium,sealifebase,25.04
Limecola balthica,synonym,47401,Macoma balthica,Bivalvia,Cardiida,Tellinidae,Macoma,Baltic macoma,TRUE,056,Belgium,sealifebase,25.04
Tellina balthica,synonym,47401,Macoma balthica,Bivalvia,Cardiida,Tellinidae,Macoma,Baltic macoma,TRUE,056,Belgium,sealifebase,25.04
Macomangulus tenuis,accepted name,48568,Macomangulus tenuis,Bivalvia,Cardiida,Tellinidae,Macomangulus,Thin-shelled tellina,TRUE,056,Belgium,sealifebase,25.04
Angulus tenuis,synonym,48568,Macomangulus tenuis,Bivalvia,Cardiida,Tellinidae,Macomangulus,Thin-shelled tellina,TRUE,056,Belgium,sealifebase,25.04
Tellina tenuis,synonym,48568,Macomangulus tenuis,Bivalvia,Cardiida,Tellinidae,Macomangulus,Thin-shelled tellina,TRUE,056,Belgium,sealifebase,25.04
Moerella donacina,accepted name,166420,Moerella donacina,Bivalvia,Cardiida,Tellinidae,Moerella,NA,TRUE,056,Belgium,sealifebase,25.04
Tellina incarnata,accepted name,89798,Tellina incarnata,Bivalvia,Cardiida,Tellinidae,Tellina,NA,TRUE,056,Belgium,sealifebase,25.04
Goodallia triangularis,accepted name,47087,Goodallia triangularis,Bivalvia,Carditida,Astartidae,Goodallia,Denticulate goodallia,TRUE,056,Belgium,sealifebase,25.04
Astarte triangularis,synonym,47087,Goodallia triangularis,Bivalvia,Carditida,Astartidae,Goodallia,Denticulate goodallia,TRUE,056,Belgium,sealifebase,25.04
Tridonta borealis,accepted name,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte (Goodallia) borealis,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte (Tridonta) borealis,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte (Tridonta) borealis borealis,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte (Tridonta) borealis sibirica,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte (Tridonta) borealis var. placenta,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte (Tridonta) semisulcata,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte borealis,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte borealis var. crassa,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte borealis var. placenta,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte borealis var. rhomboidalis,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte borealis var. sibirica,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte bornholmi,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte fjordi,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte islandica,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte jenseni,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte lactea,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte moerchi,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte nordi,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte nuuki,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte olchovica,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte producta,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte richardsonii,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte semisulcata,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte semisulcata var. placenta,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte silki,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte subtrigona,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Crassina corrugata,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Crassina depressa,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Crassina semisulcata,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Crassina withami,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Cyrena depressa,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Mactra veneriformis,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Tridonta borealis borealis,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Tridonta borealis placenta,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Tridonta borealis var. placenta,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Tridonta cavalli,synonym,152398,Tridonta borealis,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Tridonta montagui,accepted name,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte (Nicania) banksii,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte (Nicania) montagui,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte (Nicania) montagui montagui,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte abbreviata,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte angulata,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte banksii,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte compressa,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte globosa,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte klinti,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte laurentiana,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte laurentiana var. soror,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte montagui,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte multicostata,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Astarte pulchella,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Crassina convexiuscula,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Crassina multicostata,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Crassina obliqua,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Nicania banksii,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Nicania banksii var. globosa,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Nicania montagui,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Nicania montagui montagui,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Nicania montagui orientalis,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Nicania striata,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Venus compressa,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Venus montacuti,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
Venus montagui,synonym,146518,Tridonta montagui,Bivalvia,Carditida,Astartidae,Tridonta,NA,TRUE,056,Belgium,worms,26.01
