speciesName,status,SpecCode,validName,class,order,family,genus,commonName,commonSpecies,C_Code,country,database,databaseVersion
Molgula occulta,accepted name,55070,Molgula occulta,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,NA,TRUE,826,UK,sealifebase,25.04
Boltenia echinata,accepted name,55159,Boltenia echinata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,Spiny-tipped tunicate,TRUE,826,UK,sealifebase,25.04
Ascidia echinata,synonym,55159,Boltenia echinata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,Spiny-tipped tunicate,TRUE,826,UK,sealifebase,25.04
Cynthia echinata,synonym,55159,Boltenia echinata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,Spiny-tipped tunicate,TRUE,826,UK,sealifebase,25.04
Halocynthia echinata,synonym,55159,Boltenia echinata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,Spiny-tipped tunicate,TRUE,826,UK,sealifebase,25.04
Microcosmus echinatus,synonym,55159,Boltenia echinata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,Spiny-tipped tunicate,TRUE,826,UK,sealifebase,25.04
Pyura echinata,synonym,55159,Boltenia echinata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,Spiny-tipped tunicate,TRUE,826,UK,sealifebase,25.04
Microcosmus claudicans,accepted name,55246,Microcosmus claudicans,Ascidiacea,Stolidobranchia,Pyuridae,Microcosmus,NA,TRUE,056,Belgium,sealifebase,25.04
Pyura microcosmus,accepted name,55305,Pyura microcosmus,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,NA,TRUE,826,UK,sealifebase,25.04
Pyura squamulosa,accepted name,55329,Pyura squamulosa,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,NA,TRUE,826,UK,sealifebase,25.04
Pyura tessellata,accepted name,55335,Pyura tessellata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,NA,TRUE,826,UK,sealifebase,25.04
Botrylloides violaceus,accepted name,88754,Botrylloides violaceus,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Purple colonial tunicate,TRUE,528,Netherlands,sealifebase,25.04
Botryllus schlosseri,accepted name,55387,Botryllus schlosseri,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,Golden star tunicate,TRUE,056,Belgium,sealifebase,25.04
Alcyonium schlosseri,synonym,55387,Botryllus schlosseri,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,Golden star tunicate,TRUE,056,Belgium,sealifebase,25.04
Botryllus violaceus,synonym,55387,Botryllus schlosseri,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,Golden star tunicate,TRUE,056,Belgium,sealifebase,25.04
Cnemidocarpa mollispina,accepted name,55428,Cnemidocarpa mollispina,Ascidiacea,Stolidobranchia,Styelidae,Cnemidocarpa,NA,TRUE,826,UK,sealifebase,25.04
Dendrodoa grossularia,accepted name,55457,Dendrodoa grossularia,Ascidiacea,Stolidobranchia,Styelidae,Dendrodoa,Baked-bean ascidian,TRUE,528,Netherlands,sealifebase,25.04
Ascidia grossularia,synonym,55457,Dendrodoa grossularia,Ascidiacea,Stolidobranchia,Styelidae,Dendrodoa,Baked-bean ascidian,TRUE,528,Netherlands,sealifebase,25.04
Styelopsis grossularia,synonym,55457,Dendrodoa grossularia,Ascidiacea,Stolidobranchia,Styelidae,Dendrodoa,Baked-bean ascidian,TRUE,528,Netherlands,sealifebase,25.04
Pelonaia corrugata,accepted name,55510,Pelonaia corrugata,Ascidiacea,Stolidobranchia,Styelidae,Pelonaia,NA,TRUE,826,UK,sealifebase,25.04
Pelonaia corrigata,synonym,55510,Pelonaia corrugata,Ascidiacea,Stolidobranchia,Styelidae,Pelonaia,NA,TRUE,826,UK,sealifebase,25.04
Polycarpa fibrosa,accepted name,55563,Polycarpa fibrosa,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,NA,TRUE,826,UK,sealifebase,25.04
Glandula fibrosa,synonym,55563,Polycarpa fibrosa,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,NA,TRUE,826,UK,sealifebase,25.04
Pandocia fibrosa,synonym,55563,Polycarpa fibrosa,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,NA,TRUE,826,UK,sealifebase,25.04
Tethyum fibrosum,synonym,55563,Polycarpa fibrosa,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,NA,TRUE,826,UK,sealifebase,25.04
Polycarpa pomaria,accepted name,55601,Polycarpa pomaria,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,NA,TRUE,826,UK,sealifebase,25.04
Polycarpa violacea,accepted name,55625,Polycarpa violacea,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,NA,TRUE,826,UK,sealifebase,25.04
Styela clava,accepted name,55678,Styela clava,Ascidiacea,Stolidobranchia,Styelidae,Styela,Clubbed tunicate,TRUE,528,Netherlands,sealifebase,25.04
Stela clava,synonym,55678,Styela clava,Ascidiacea,Stolidobranchia,Styelidae,Styela,Clubbed tunicate,TRUE,528,Netherlands,sealifebase,25.04
Styela mammiculata,synonym,55678,Styela clava,Ascidiacea,Stolidobranchia,Styelidae,Styela,Clubbed tunicate,TRUE,528,Netherlands,sealifebase,25.04
Asterias rubens,accepted name,48661,Asterias rubens,Asteroidea,Forcipulatida,Asteriidae,Asterias,Common starfish,TRUE,056,Belgium,sealifebase,25.04
Asterias vulgaris,synonym,48661,Asterias rubens,Asteroidea,Forcipulatida,Asteriidae,Asterias,Common starfish,TRUE,056,Belgium,sealifebase,25.04
Leptasterias (Leptasterias) muelleri,accepted name,125158,Leptasterias (Leptasterias) muelleri,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,NA,TRUE,056,Belgium,worms,26.01
Asterias mülleri,synonym,125158,Leptasterias (Leptasterias) muelleri,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,NA,TRUE,056,Belgium,worms,26.01
Leptasterias muelleri,synonym,125158,Leptasterias (Leptasterias) muelleri,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,NA,TRUE,056,Belgium,worms,26.01
Stellonia hispida,synonym,125158,Leptasterias (Leptasterias) muelleri,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,NA,TRUE,056,Belgium,worms,26.01
Marthasterias glacialis,accepted name,49550,Marthasterias glacialis,Asteroidea,Forcipulatida,Asteriidae,Marthasterias,Spiny starfish,TRUE,826,UK,sealifebase,25.04
Astropecten irregularis,accepted name,49033,Astropecten irregularis,Asteroidea,Paxillosida,Astropectinidae,Astropecten,NA,TRUE,528,Netherlands,sealifebase,25.04
Astropecten irregularis pentacanthus,synonym,49033,Astropecten irregularis,Asteroidea,Paxillosida,Astropectinidae,Astropecten,NA,TRUE,528,Netherlands,sealifebase,25.04
Pontaster tenuispinus,accepted name,49277,Pontaster tenuispinus,Asteroidea,Paxillosida,Benthopectinidae,Pontaster,NA,TRUE,056,Belgium,sealifebase,25.04
Luidia ciliaris,accepted name,48684,Luidia ciliaris,Asteroidea,Paxillosida,Luidiidae,Luidia,Seven armed starfish,TRUE,056,Belgium,sealifebase,25.04
Luidia sarsii,accepted name,48683,Luidia sarsii,Asteroidea,Paxillosida,Luidiidae,Luidia,NA,TRUE,056,Belgium,sealifebase,25.04
Luidia sarsi,synonym,48683,Luidia sarsii,Asteroidea,Paxillosida,Luidiidae,Luidia,NA,TRUE,056,Belgium,sealifebase,25.04
Luidia sarsi sarsi,synonym,48683,Luidia sarsii,Asteroidea,Paxillosida,Luidiidae,Luidia,NA,TRUE,056,Belgium,sealifebase,25.04
Luidia sarsii sarsii,synonym,48683,Luidia sarsii,Asteroidea,Paxillosida,Luidiidae,Luidia,NA,TRUE,056,Belgium,sealifebase,25.04
Henricia oculata,accepted name,48937,Henricia oculata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Bloody Henry starfish,TRUE,056,Belgium,sealifebase,25.04
Cribrella oculata,synonym,48937,Henricia oculata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Bloody Henry starfish,TRUE,056,Belgium,sealifebase,25.04
Henricia perforata,accepted name,50256,Henricia perforata,Asteroidea,Spinulosida,Echinasteridae,Henricia,NA,TRUE,826,UK,sealifebase,25.04
Henricia sanguinolenta,accepted name,49524,Henricia sanguinolenta,Asteroidea,Spinulosida,Echinasteridae,Henricia,Blood sea star,TRUE,826,UK,sealifebase,25.04
Crossaster papposus,accepted name,48745,Crossaster papposus,Asteroidea,Valvatida,Solasteridae,Crossaster,Rose seastar,TRUE,056,Belgium,sealifebase,25.04
Asterias papposus,synonym,48745,Crossaster papposus,Asteroidea,Valvatida,Solasteridae,Crossaster,Rose seastar,TRUE,056,Belgium,sealifebase,25.04
Solaster papposus,synonym,48745,Crossaster papposus,Asteroidea,Valvatida,Solasteridae,Crossaster,Rose seastar,TRUE,056,Belgium,sealifebase,25.04
Solaster endeca,accepted name,49371,Solaster endeca,Asteroidea,Valvatida,Solasteridae,Solaster,Northern sun star,TRUE,826,UK,sealifebase,25.04
Hiatella arctica,accepted name,49099,Hiatella arctica,Bivalvia,Adapedonta,Hiatellidae,Hiatella,Arctic hiatella,TRUE,826,UK,sealifebase,25.04
Hiatella orientalis,synonym,49099,Hiatella arctica,Bivalvia,Adapedonta,Hiatellidae,Hiatella,Arctic hiatella,TRUE,826,UK,sealifebase,25.04
Hiatella pholadis,synonym,49099,Hiatella arctica,Bivalvia,Adapedonta,Hiatellidae,Hiatella,Arctic hiatella,TRUE,826,UK,sealifebase,25.04
Hiatella solida,synonym,49099,Hiatella arctica,Bivalvia,Adapedonta,Hiatellidae,Hiatella,Arctic hiatella,TRUE,826,UK,sealifebase,25.04
Hiatella striata,synonym,49099,Hiatella arctica,Bivalvia,Adapedonta,Hiatellidae,Hiatella,Arctic hiatella,TRUE,826,UK,sealifebase,25.04
Hyatella arctica,synonym,49099,Hiatella arctica,Bivalvia,Adapedonta,Hiatellidae,Hiatella,Arctic hiatella,TRUE,826,UK,sealifebase,25.04
Mya arctica,synonym,49099,Hiatella arctica,Bivalvia,Adapedonta,Hiatellidae,Hiatella,Arctic hiatella,TRUE,826,UK,sealifebase,25.04
Saxicava arctica,synonym,49099,Hiatella arctica,Bivalvia,Adapedonta,Hiatellidae,Hiatella,Arctic hiatella,TRUE,826,UK,sealifebase,25.04
Saxicava artica,synonym,49099,Hiatella arctica,Bivalvia,Adapedonta,Hiatellidae,Hiatella,Arctic hiatella,TRUE,826,UK,sealifebase,25.04
Panomya norvegica,accepted name,47103,Panomya norvegica,Bivalvia,Adapedonta,Hiatellidae,Panomya,Arctic roughmya,TRUE,826,UK,sealifebase,25.04
Panomya arctica,synonym,47103,Panomya norvegica,Bivalvia,Adapedonta,Hiatellidae,Panomya,Arctic roughmya,TRUE,826,UK,sealifebase,25.04
Ensis ensis,accepted name,48550,Ensis ensis,Bivalvia,Adapedonta,Pharidae,Ensis,Razor shell,TRUE,056,Belgium,sealifebase,25.04
Ensis leei,accepted name,876640,Ensis leei,Bivalvia,Adapedonta,Pharidae,Ensis,NA,TRUE,056,Belgium,worms,26.01
Ensis americanus,synonym,876640,Ensis leei,Bivalvia,Adapedonta,Pharidae,Ensis,NA,TRUE,056,Belgium,worms,26.01
Ensis arcuatus var. directus,synonym,876640,Ensis leei,Bivalvia,Adapedonta,Pharidae,Ensis,NA,TRUE,056,Belgium,worms,26.01
Ensis directus,synonym,876640,Ensis leei,Bivalvia,Adapedonta,Pharidae,Ensis,NA,TRUE,056,Belgium,worms,26.01
Solen directus,synonym,876640,Ensis leei,Bivalvia,Adapedonta,Pharidae,Ensis,NA,TRUE,056,Belgium,worms,26.01
Solen ensis var. americanus,synonym,876640,Ensis leei,Bivalvia,Adapedonta,Pharidae,Ensis,NA,TRUE,056,Belgium,worms,26.01
Ensis magnus,accepted name,48551,Ensis magnus,Bivalvia,Adapedonta,Pharidae,Ensis,Arched razor shell,TRUE,826,UK,sealifebase,25.04
Ensis arcuatus,synonym,48551,Ensis magnus,Bivalvia,Adapedonta,Pharidae,Ensis,Arched razor shell,TRUE,826,UK,sealifebase,25.04
Ensis arcuatus var. ensoides,synonym,48551,Ensis magnus,Bivalvia,Adapedonta,Pharidae,Ensis,Arched razor shell,TRUE,826,UK,sealifebase,25.04
Ensis arcuatus var. norvegica,synonym,48551,Ensis magnus,Bivalvia,Adapedonta,Pharidae,Ensis,Arched razor shell,TRUE,826,UK,sealifebase,25.04
Ensis minor,accepted name,48549,Ensis minor,Bivalvia,Adapedonta,Pharidae,Ensis,Minor jackknife,TRUE,056,Belgium,sealifebase,25.04
Ensis siliqua,accepted name,48552,Ensis siliqua,Bivalvia,Adapedonta,Pharidae,Ensis,Sword razor shell,TRUE,056,Belgium,sealifebase,25.04
Pharus legumen,accepted name,89724,Pharus legumen,Bivalvia,Adapedonta,Pharidae,Pharus,Bean razor clam,TRUE,826,UK,sealifebase,25.04
Phaxas pellucidus,accepted name,46991,Phaxas pellucidus,Bivalvia,Adapedonta,Pharidae,Phaxas,Transparent razor shell,TRUE,056,Belgium,sealifebase,25.04
Solen capensis,accepted name,83858,Solen capensis,Bivalvia,Adapedonta,Solenidae,Solen,NA,TRUE,056,Belgium,sealifebase,25.04
Solen marginatus,accepted name,47879,Solen marginatus,Bivalvia,Adapedonta,Solenidae,Solen,Grooved razor clam,TRUE,056,Belgium,sealifebase,25.04
Arca reticulata,accepted name,215250,Arca reticulata,Bivalvia,Arcida,Arcidae,Arca,NA,TRUE,826,UK,worms,26.01
Arca zebra,accepted name,47573,Arca zebra,Bivalvia,Arcida,Arcidae,Arca,Turkey wing,TRUE,826,UK,sealifebase,25.04
